county,precinct,candidate,votes,voteType,party,office
St. Joseph,"Constantine Township, Precinct 2",Lori E. Lumadue,351,Total,,Library Board Member
St. Joseph,ALL,Karen Mellinger,823,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 1",Karen Mellinger,496,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 2",Karen Mellinger,327,Total,,Library Board Member
St. Joseph,ALL,Megan Sorensen,925,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 1",Megan Sorensen,541,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 2",Megan Sorensen,384,Total,,Library Board Member
St. Joseph,ALL,Sheree Sorensen,845,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 1",Sheree Sorensen,513,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 2",Sheree Sorensen,332,Total,,Library Board Member
St. Joseph,ALL,Write-in,38,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 1",Write-in,18,Total,,Library Board Member
St. Joseph,"Constantine Township, Precinct 2",Write-in,20,Total,,Library Board Member
St. Joseph,ALL,Sandy Hiatt,858,Total,,Library Board Member
St. Joseph,"Mendon Township, Precinct 1",Sandy Hiatt,858,Total,,Library Board Member
St. Joseph,ALL,Douglas Kloosterman,787,Total,,Library Board Member
St. Joseph,"Mendon Township, Precinct 1",Douglas Kloosterman,787,Total,,Library Board Member
St. Joseph,ALL,Dan Moyle,661,Total,,Library Board Member
St. Joseph,"Mendon Township, Precinct 1",Dan Moyle,661,Total,,Library Board Member
St. Joseph,ALL,Delton Pangle,645,Total,,Library Board Member
St. Joseph,"Mendon Township, Precinct 1",Delton Pangle,645,Total,,Library Board Member
St. Joseph,ALL,Kathryn Russell,706,Total,,Library Board Member
St. Joseph,"Mendon Township, Precinct 1",Kathryn Russell,706,Total,,Library Board Member
St. Joseph,ALL,Janet Zubryd,704,Total,,Library Board Member
St. Joseph,"Mendon Township, Precinct 1",Janet Zubryd,704,Total,,Library Board Member
St. Joseph,ALL,Write-in,11,Total,,Library Board Member
St. Joseph,"Mendon Township, Precinct 1",Write-in,11,Total,,Library Board Member
St. Joseph,ALL,Cara Arver,944,Total,,Library Board Member
St. Joseph,"Nottawa Township, Precinct 1",Cara Arver,944,Total,,Library Board Member
St. Joseph,ALL,Michelle Brokaw,849,Total,,Library Board Member
St. Joseph,"Nottawa Township, Precinct 1",Michelle Brokaw,849,Total,,Library Board Member
St. Joseph,ALL,Connie J. Heidbrink,851,Total,,Library Board Member
St. Joseph,"Nottawa Township, Precinct 1",Connie J. Heidbrink,851,Total,,Library Board Member
St. Joseph,ALL,Carmita Hunter,872,Total,,Library Board Member
St. Joseph,"Nottawa Township, Precinct 1",Carmita Hunter,872,Total,,Library Board Member
St. Joseph,ALL,Robert Klar,791,Total,,Library Board Member
St. Joseph,"Nottawa Township, Precinct 1",Robert Klar,791,Total,,Library Board Member
St. Joseph,ALL,Ruth Ann Rowe,844,Total,,Library Board Member
St. Joseph,"Nottawa Township, Precinct 1",Ruth Ann Rowe,844,Total,,Library Board Member
St. Joseph,ALL,Write-in,15,Total,,Library Board Member
St. Joseph,"Nottawa Township, Precinct 1",Write-in,15,Total,,Library Board Member
St. Joseph,ALL,Lynne A. Kasey,978,Total,,Library Board Member
St. Joseph,"White Pigeon Township, Precinct 1",Lynne A. Kasey,978,Total,,Library Board Member
St. Joseph,ALL,Janet McDowell,888,Total,,Library Board Member
St. Joseph,"White Pigeon Township, Precinct 1",Janet McDowell,888,Total,,Library Board Member
St. Joseph,ALL,Heidi Shisler Needham,872,Total,,Library Board Member
St. Joseph,"White Pigeon Township, Precinct 1",Heidi Shisler Needham,872,Total,,Library Board Member
St. Joseph,ALL,Margaret R. Raul,840,Total,,Library Board Member
St. Joseph,"White Pigeon Township, Precinct 1",Margaret R. Raul,840,Total,,Library Board Member
St. Joseph,ALL,Pam Shenk,900,Total,,Library Board Member
St. Joseph,"White Pigeon Township, Precinct 1",Pam Shenk,900,Total,,Library Board Member
St. Joseph,ALL,Gloria Weinberg,960,Total,,Library Board Member
St. Joseph,"White Pigeon Township, Precinct 1",Gloria Weinberg,960,Total,,Library Board Member
St. Joseph,ALL,Write-in,56,Total,,Library Board Member
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,56,Total,,Library Board Member
St. Joseph,ALL,Matt Swanwick,384,Total,,Village President
St. Joseph,"Lockport Township, Precinct 1",Matt Swanwick,37,Total,,Village President
St. Joseph,"Nottawa Township, Precinct 1",Matt Swanwick,347,Total,,Village President
St. Joseph,ALL,Write-in,7,Total,,Village President
St. Joseph,"Lockport Township, Precinct 1",Write-in,0,Total,,Village President
St. Joseph,"Nottawa Township, Precinct 1",Write-in,7,Total,,Village President
St. Joseph,ALL,Jodi Gross,464,Total,,Village President
St. Joseph,"Colon Township, Precinct 1",Jodi Gross,464,Total,,Village President
St. Joseph,ALL,Write-in,11,Total,,Village President
St. Joseph,"Colon Township, Precinct 1",Write-in,11,Total,,Village President
St. Joseph,ALL,Gary W. Mathers,506,Total,,Village President
St. Joseph,"Constantine Township, Precinct 2",Gary W. Mathers,506,Total,,Village President
St. Joseph,ALL,Write-in,26,Total,,Village President
St. Joseph,"Constantine Township, Precinct 2",Write-in,26,Total,,Village President
St. Joseph,ALL,Aaron Olson,204,Total,,Village President
St. Joseph,"Mendon Township, Precinct 1",Aaron Olson,204,Total,,Village President
St. Joseph,ALL,Michael Southworth,162,Total,,Village President
St. Joseph,"Mendon Township, Precinct 1",Michael Southworth,162,Total,,Village President
St. Joseph,ALL,Write-in,4,Total,,Village President
St. Joseph,"Mendon Township, Precinct 1",Write-in,4,Total,,Village President
St. Joseph,ALL,"Jeffrey Paul Wagaman, Jr. ",377,Total,,Village President
St. Joseph,"White Pigeon Township, Precinct 1","Jeffrey Paul Wagaman, Jr. ",377,Total,,Village President
St. Joseph,ALL,Paige Willis,213,Total,,Village President
St. Joseph,"White Pigeon Township, Precinct 1",Paige Willis,213,Total,,Village President
St. Joseph,ALL,Write-in,6,Total,,Village President
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,6,Total,,Village President
St. Joseph,ALL,Heather Avery,141,Total,,Village Trustee
St. Joseph,"Burr Oak Township, Precinct 1",Heather Avery,141,Total,,Village Trustee
St. Joseph,ALL,Kayla Root,174,Total,,Village Trustee
St. Joseph,"Burr Oak Township, Precinct 1",Kayla Root,174,Total,,Village Trustee
St. Joseph,ALL,Meadow Woodman,128,Total,,Village Trustee
St. Joseph,"Burr Oak Township, Precinct 1",Meadow Woodman,128,Total,,Village Trustee
St. Joseph,ALL,Write-in,6,Total,,Village Trustee
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,6,Total,,Village Trustee
St. Joseph,ALL,Joshua Bohm,296,Total,,Village Trustee
St. Joseph,"Lockport Township, Precinct 1",Joshua Bohm,22,Total,,Village Trustee
St. Joseph,"Nottawa Township, Precinct 1",Joshua Bohm,274,Total,,Village Trustee
St. Joseph,ALL,Michelle Singleton,264,Total,,Village Trustee
St. Joseph,"Lockport Township, Precinct 1",Michelle Singleton,23,Total,,Village Trustee
St. Joseph,"Nottawa Township, Precinct 1",Michelle Singleton,241,Total,,Village Trustee
St. Joseph,ALL,Dawn Wood,268,Total,,Village Trustee
St. Joseph,"Lockport Township, Precinct 1",Dawn Wood,22,Total,,Village Trustee
St. Joseph,"Nottawa Township, Precinct 1",Dawn Wood,246,Total,,Village Trustee
St. Joseph,ALL,Write-in,1,Total,,Village Trustee
St. Joseph,"Lockport Township, Precinct 1",Write-in,0,Total,,Village Trustee
St. Joseph,"Nottawa Township, Precinct 1",Write-in,1,Total,,Village Trustee
St. Joseph,ALL,Mickey Blashfield,130,Total,,Village Trustee
St. Joseph,"Colon Township, Precinct 1",Mickey Blashfield,130,Total,,Village Trustee
St. Joseph,ALL,Donald Scott D'Water,99,Total,,Village Trustee
St. Joseph,"Colon Township, Precinct 1",Donald Scott D'Water,99,Total,,Village Trustee
St. Joseph,ALL,Jan Jones,168,Total,,Village Trustee
St. Joseph,"Colon Township, Precinct 1",Jan Jones,168,Total,,Village Trustee
St. Joseph,ALL,Matthew Smith,186,Total,,Village Trustee
St. Joseph,"Colon Township, Precinct 1",Matthew Smith,186,Total,,Village Trustee
St. Joseph,ALL,John Sterlini,197,Total,,Village Trustee
St. Joseph,"Colon Township, Precinct 1",John Sterlini,197,Total,,Village Trustee
St. Joseph,ALL,Keith M. Stickley,254,Total,,Village Trustee
St. Joseph,"Colon Township, Precinct 1",Keith M. Stickley,254,Total,,Village Trustee
St. Joseph,ALL,Carl Thornton,228,Total,,Village Trustee
St. Joseph,"Colon Township, Precinct 1",Carl Thornton,228,Total,,Village Trustee
St. Joseph,ALL,Write-in,22,Total,,Village Trustee
St. Joseph,"Colon Township, Precinct 1",Write-in,22,Total,,Village Trustee
St. Joseph,ALL,Donald W. King II,347,Total,,Village Trustee
St. Joseph,"Constantine Township, Precinct 2",Donald W. King II,347,Total,,Village Trustee
St. Joseph,ALL,Cathy Piper,434,Total,,Village Trustee
St. Joseph,"Constantine Township, Precinct 2",Cathy Piper,434,Total,,Village Trustee
St. Joseph,ALL,Write-in,60,Total,,Village Trustee
St. Joseph,"Constantine Township, Precinct 2",Write-in,60,Total,,Village Trustee
St. Joseph,ALL,Jerry Batten,265,Total,,Village Trustee
St. Joseph,"Mendon Township, Precinct 1",Jerry Batten,265,Total,,Village Trustee
St. Joseph,ALL,Michael Leo,165,Total,,Village Trustee
St. Joseph,"Mendon Township, Precinct 1",Michael Leo,165,Total,,Village Trustee
St. Joseph,ALL,Mark Moerland,105,Total,,Village Trustee
St. Joseph,"Mendon Township, Precinct 1",Mark Moerland,105,Total,,Village Trustee
St. Joseph,ALL,Don Saunders,174,Total,,Village Trustee
St. Joseph,"Mendon Township, Precinct 1",Don Saunders,174,Total,,Village Trustee
St. Joseph,ALL,Darlene Watson,157,Total,,Village Trustee
St. Joseph,"Mendon Township, Precinct 1",Darlene Watson,157,Total,,Village Trustee
St. Joseph,ALL,Write-in,5,Total,,Village Trustee
St. Joseph,"Mendon Township, Precinct 1",Write-in,5,Total,,Village Trustee
St. Joseph,ALL,Shireen Cline,207,Total,,Village Trustee
St. Joseph,"White Pigeon Township, Precinct 1",Shireen Cline,207,Total,,Village Trustee
St. Joseph,ALL,Dianne Fenner,272,Total,,Village Trustee
St. Joseph,"White Pigeon Township, Precinct 1",Dianne Fenner,272,Total,,Village Trustee
St. Joseph,ALL,John Gentry,193,Total,,Village Trustee
St. Joseph,"White Pigeon Township, Precinct 1",John Gentry,193,Total,,Village Trustee
St. Joseph,ALL,Jeffery Miller,209,Total,,Village Trustee
St. Joseph,"White Pigeon Township, Precinct 1",Jeffery Miller,209,Total,,Village Trustee
St. Joseph,ALL,Jennifer Wortinger,340,Total,,Village Trustee
St. Joseph,"White Pigeon Township, Precinct 1",Jennifer Wortinger,340,Total,,Village Trustee
St. Joseph,ALL,Write-in,16,Total,,Village Trustee
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,16,Total,,Village Trustee
St. Joseph,ALL,Eric Hopkins,315,Total,,Village Trustee Partial
St. Joseph,"Lockport Township, Precinct 1",Eric Hopkins,27,Total,,Village Trustee Partial
St. Joseph,"Nottawa Township, Precinct 1",Eric Hopkins,288,Total,,Village Trustee Partial
St. Joseph,ALL,John Schabes,262,Total,,Village Trustee Partial
St. Joseph,"Lockport Township, Precinct 1",John Schabes,22,Total,,Village Trustee Partial
St. Joseph,"Nottawa Township, Precinct 1",John Schabes,240,Total,,Village Trustee Partial
St. Joseph,ALL,Write-in,5,Total,,Village Trustee Partial
St. Joseph,"Lockport Township, Precinct 1",Write-in,1,Total,,Village Trustee Partial
St. Joseph,"Nottawa Township, Precinct 1",Write-in,4,Total,,Village Trustee Partial
St. Joseph,ALL,Tamara Whitley,434,Total,,Village Trustee Partial
St. Joseph,"Colon Township, Precinct 1",Tamara Whitley,434,Total,,Village Trustee Partial
St. Joseph,ALL,Write-in,7,Total,,Village Trustee Partial
St. Joseph,"Colon Township, Precinct 1",Write-in,7,Total,,Village Trustee Partial
St. Joseph,ALL,Write-in,93,Total,,Village Trustee Partial
St. Joseph,"Constantine Township, Precinct 2",Write-in,93,Total,,Village Trustee Partial
St. Joseph,ALL,Deborah Balowski,0,Total,,Board Member for Bronson LSD
St. Joseph,"Burr Oak Township, Precinct 1",Deborah Balowski,0,Total,,Board Member for Bronson LSD
St. Joseph,ALL,Frank Barker,0,Total,,Board Member for Bronson LSD
St. Joseph,"Burr Oak Township, Precinct 1",Frank Barker,0,Total,,Board Member for Bronson LSD
St. Joseph,ALL,Michelle L. Barker,1,Total,,Board Member for Bronson LSD
St. Joseph,"Burr Oak Township, Precinct 1",Michelle L. Barker,0,Total,,Board Member for Bronson LSD
St. Joseph,ALL,Brenda Kelley,1,Total,,Board Member for Bronson LSD
St. Joseph,"Burr Oak Township, Precinct 1",Brenda Kelley,0,Total,,Board Member for Bronson LSD
St. Joseph,ALL,Steve Wilson,0,Total,,Board Member for Bronson LSD
St. Joseph,"Burr Oak Township, Precinct 1",Steve Wilson,0,Total,,Board Member for Bronson LSD
St. Joseph,ALL,Write-in,0,Total,,Board Member for Bronson LSD
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,0,Total,,Board Member for Bronson LSD
St. Joseph,ALL,Thadius J. Baxter,203,Total,,Board Member for Burr Oak LSD
St. Joseph,"Burr Oak Township, Precinct 1",Thadius J. Baxter,200,Total,,Board Member for Burr Oak LSD
St. Joseph,"Colon Township, Precinct 1",Thadius J. Baxter,2,Total,,Board Member for Burr Oak LSD
St. Joseph,"Sherman Township, Precinct 1",Thadius J. Baxter,0,Total,,Board Member for Burr Oak LSD
St. Joseph,Out of County Precinct,Thadius J. Baxter,0,Total,,Board Member for Burr Oak LSD
St. Joseph,ALL,Terrance D. Conklin,372,Total,,Board Member for Burr Oak LSD
St. Joseph,"Burr Oak Township, Precinct 1",Terrance D. Conklin,366,Total,,Board Member for Burr Oak LSD
St. Joseph,"Colon Township, Precinct 1",Terrance D. Conklin,6,Total,,Board Member for Burr Oak LSD
St. Joseph,"Sherman Township, Precinct 1",Terrance D. Conklin,0,Total,,Board Member for Burr Oak LSD
St. Joseph,Out of County Precinct,Terrance D. Conklin,0,Total,,Board Member for Burr Oak LSD
St. Joseph,ALL,Jeanne Root,331,Total,,Board Member for Burr Oak LSD
St. Joseph,"Burr Oak Township, Precinct 1",Jeanne Root,327,Total,,Board Member for Burr Oak LSD
St. Joseph,"Colon Township, Precinct 1",Jeanne Root,4,Total,,Board Member for Burr Oak LSD
St. Joseph,"Sherman Township, Precinct 1",Jeanne Root,0,Total,,Board Member for Burr Oak LSD
St. Joseph,Out of County Precinct,Jeanne Root,0,Total,,Board Member for Burr Oak LSD
St. Joseph,ALL,Write-in,3,Total,,Board Member for Burr Oak LSD
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,3,Total,,Board Member for Burr Oak LSD
St. Joseph,"Colon Township, Precinct 1",Write-in,0,Total,,Board Member for Burr Oak LSD
St. Joseph,"Sherman Township, Precinct 1",Write-in,0,Total,,Board Member for Burr Oak LSD
St. Joseph,Out of County Precinct,Write-in,0,Total,,Board Member for Burr Oak LSD
St. Joseph,ALL,Kendra Ackerman,643,Total,,Board Member for Colon LSD
St. Joseph,"Burr Oak Township, Precinct 1",Kendra Ackerman,17,Total,,Board Member for Colon LSD
St. Joseph,"Colon Township, Precinct 1",Kendra Ackerman,481,Total,,Board Member for Colon LSD
St. Joseph,"Leonidas Township, Precinct 1",Kendra Ackerman,131,Total,,Board Member for Colon LSD
St. Joseph,"Nottawa Township, Precinct 1",Kendra Ackerman,14,Total,,Board Member for Colon LSD
St. Joseph,Out of County Precinct,Kendra Ackerman,0,Total,,Board Member for Colon LSD
St. Joseph,ALL,Deborah L. Bordner,460,Total,,Board Member for Colon LSD
St. Joseph,"Burr Oak Township, Precinct 1",Deborah L. Bordner,6,Total,,Board Member for Colon LSD
St. Joseph,"Colon Township, Precinct 1",Deborah L. Bordner,345,Total,,Board Member for Colon LSD
St. Joseph,"Leonidas Township, Precinct 1",Deborah L. Bordner,102,Total,,Board Member for Colon LSD
St. Joseph,"Nottawa Township, Precinct 1",Deborah L. Bordner,7,Total,,Board Member for Colon LSD
St. Joseph,Out of County Precinct,Deborah L. Bordner,0,Total,,Board Member for Colon LSD
St. Joseph,ALL,Cathy Fellers,377,Total,,Board Member for Colon LSD
St. Joseph,"Burr Oak Township, Precinct 1",Cathy Fellers,6,Total,,Board Member for Colon LSD
St. Joseph,"Colon Township, Precinct 1",Cathy Fellers,286,Total,,Board Member for Colon LSD
St. Joseph,"Leonidas Township, Precinct 1",Cathy Fellers,80,Total,,Board Member for Colon LSD
St. Joseph,"Nottawa Township, Precinct 1",Cathy Fellers,5,Total,,Board Member for Colon LSD
St. Joseph,Out of County Precinct,Cathy Fellers,0,Total,,Board Member for Colon LSD
St. Joseph,ALL,Kory Frisbie,346,Total,,Board Member for Colon LSD
St. Joseph,"Burr Oak Township, Precinct 1",Kory Frisbie,10,Total,,Board Member for Colon LSD
St. Joseph,"Colon Township, Precinct 1",Kory Frisbie,216,Total,,Board Member for Colon LSD
St. Joseph,"Leonidas Township, Precinct 1",Kory Frisbie,110,Total,,Board Member for Colon LSD
St. Joseph,"Nottawa Township, Precinct 1",Kory Frisbie,10,Total,,Board Member for Colon LSD
St. Joseph,Out of County Precinct,Kory Frisbie,0,Total,,Board Member for Colon LSD
St. Joseph,ALL,Tim Haidl,334,Total,,Board Member for Colon LSD
St. Joseph,"Burr Oak Township, Precinct 1",Tim Haidl,5,Total,,Board Member for Colon LSD
St. Joseph,"Colon Township, Precinct 1",Tim Haidl,243,Total,,Board Member for Colon LSD
St. Joseph,"Leonidas Township, Precinct 1",Tim Haidl,72,Total,,Board Member for Colon LSD
St. Joseph,"Nottawa Township, Precinct 1",Tim Haidl,14,Total,,Board Member for Colon LSD
St. Joseph,Out of County Precinct,Tim Haidl,0,Total,,Board Member for Colon LSD
St. Joseph,ALL,Paige Smolarz,1121,Total,,Board Member for Colon LSD
St. Joseph,"Burr Oak Township, Precinct 1",Paige Smolarz,23,Total,,Board Member for Colon LSD
St. Joseph,"Colon Township, Precinct 1",Paige Smolarz,853,Total,,Board Member for Colon LSD
St. Joseph,"Leonidas Township, Precinct 1",Paige Smolarz,227,Total,,Board Member for Colon LSD
St. Joseph,"Nottawa Township, Precinct 1",Paige Smolarz,18,Total,,Board Member for Colon LSD
St. Joseph,Out of County Precinct,Paige Smolarz,0,Total,,Board Member for Colon LSD
St. Joseph,ALL,Write-in,24,Total,,Board Member for Colon LSD
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,0,Total,,Board Member for Colon LSD
St. Joseph,"Colon Township, Precinct 1",Write-in,12,Total,,Board Member for Colon LSD
St. Joseph,"Leonidas Township, Precinct 1",Write-in,10,Total,,Board Member for Colon LSD
St. Joseph,"Nottawa Township, Precinct 1",Write-in,2,Total,,Board Member for Colon LSD
St. Joseph,Out of County Precinct,Write-in,0,Total,,Board Member for Colon LSD
St. Joseph,ALL,Theresa Danberry,338,Total,,Board Member for Nottawa LSD
St. Joseph,"Burr Oak Township, Precinct 1",Theresa Danberry,0,Total,,Board Member for Nottawa LSD
St. Joseph,"Colon Township, Precinct 1",Theresa Danberry,9,Total,,Board Member for Nottawa LSD
St. Joseph,"Nottawa Township, Precinct 1",Theresa Danberry,282,Total,,Board Member for Nottawa LSD
St. Joseph,"Sherman Township, Precinct 1",Theresa Danberry,44,Total,,Board Member for Nottawa LSD
St. Joseph,ALL,John Hochstetler,355,Total,,Board Member for Nottawa LSD
St. Joseph,"Burr Oak Township, Precinct 1",John Hochstetler,0,Total,,Board Member for Nottawa LSD
St. Joseph,"Colon Township, Precinct 1",John Hochstetler,10,Total,,Board Member for Nottawa LSD
